,time,id,x,y,speed,headway,leader_id,target_accel_with_noise_with_failsafe,target_accel_no_noise_no_failsafe,target_accel_with_noise_no_failsafe,target_accel_no_noise_with_failsafe,realized_accel,road_grade,edge_id,lane_number,distance,relative_position,follower_id,leader_rel_speed
0,0.0,avProbe_0,8441.878338368579,93.75733749147257,0.0,195.22,avProbe_2,,,,,0.0,0,803,0,0.0,5.0,,0.0
1,1.0,avProbe_0,8440.08417090259,95.63762296952491,2.598990946358904,195.2210090536411,avProbe_2,,,,,2.598990946358904,0,803,0,2.5989909463589034,7.598990946358902,,0.0010090536410967132
2,2.0,avProbe_0,8436.49775967578,99.396177884782,5.195195256341751,187.42581379729938,avProbe_4,,,,,2.596204309982849,0,803,0,7.794186202700653,12.794186202700656,,-5.195195256341751
3,3.0,avProbe_0,8431.130933608372,105.02060554221077,7.774264456506531,104.18586890688526,avProbe,,,,,2.5790692001647786,0,803,0,15.568450659207187,20.568450659207187,,10.283387285239046
4,4.0,avProbe_0,8424.010639403557,112.48266582730156,10.314299263866998,3.2246231089369037,0_4,,,,,2.540034807360467,0,803,0,25.882749923074183,30.882749923074183,,19.612874436567296
5,5.0,avProbe_0,8416.203354004512,120.66469210806757,11.309459374545689,115.66166143769932,avProbe,,,,,0.9951601106786933,0,803,0,37.19220929761988,42.19220929761988,,3.9334338100304262
6,6.0,avProbe_0,8406.701345973192,130.62278579346662,13.764396754344965,117.49379691244755,avProbe,,,,,2.454937379799274,0,803,0,50.95660605196485,55.95660605196485,,1.8321354747482097
7,7.0,avProbe_0,8395.580254653647,142.2776769363526,16.10976466857316,117.0611882578872,avProbe,,,,,2.345367914228195,0,803,0,67.06637072053799,72.06637072053799,,-0.4326086545603509
8,8.0,avProbe_0,8382.946242790425,155.51810710034243,18.301347600552283,114.68825533974442,avProbe,,,,,2.1915829319791165,0,803,0,85.36771832109028,90.36771832109028,,-2.3729329181427854
9,9.0,avProbe_0,8368.94164604412,170.19490867388538,20.28674627145199,110.96632613524544,avProbe,,,,,1.985398670899713,0,803,0,105.65446459254228,110.65446459254228,,-3.7219292044989416
10,10.0,avProbe_0,8353.775997680721,186.0884910308689,21.968619729912877,106.58328096622559,avProbe,,,,,1.6818734584608883,0,803,0,127.62308432245516,132.62308432245516,,-4.3830451690198435
11,11.0,avProbe_0,8337.665677441008,202.97208844733225,23.33705032536275,102.13437888818413,avProbe,,,,,1.3684305954498726,0,803,0,150.9601346478179,155.9601346478179,,-4.4489020780414625
12,12.0,avProbe_0,8320.804690760911,220.6423834455251,24.424448976420308,98.04150350151808,avProbe,,,,,1.0873986510575622,0,803,0,175.38458362423822,180.38458362423825,,-4.092875386666044
13,13.0,avProbe_0,8303.39595890182,238.90937035656128,25.28610819364749,94.56224012326126,avProbe,,,,,0.8616592172271779,0,803.178,0,200.6706918178857,0.20069181788571203,0_23,-3.4792633782568068
14,14.0,avProbe_0,8286.044016360653,258.2457222634202,25.98003850832964,91.80959884387819,avProbe,,,,,0.6939303146821487,0,803.178,0,226.65073032621532,26.180730326215354,0_23,-2.752641279383088
15,15.0,avProbe_0,8268.309528569001,278.00836820428117,26.55280091318211,89.77710501624134,avProbe,,,,,0.5727624048524689,0,803.178,0,253.20353123939742,52.73353123939746,0_23,-2.0324938276368414
16,16.0,avProbe_0,8250.253410417687,298.12942691671583,27.034359050529414,88.3785457197233,avProbe,,,,,0.4815581373473101,0,803.178,0,280.2378902899269,79.76789028992687,0_23,-1.3985592965180444
17,17.0,avProbe_0,8231.925627867866,318.553218213565,27.44110610595655,87.4899161609812,avProbe,,,,,0.4067470554271324,0,803.178,0,307.67899639588336,107.20899639588343,0_23,-0.8886295587420889
18,18.0,avProbe_0,8213.370260867872,339.23062105889716,27.781854858745014,86.98252924967562,avProbe,,,,,0.3407487527884641,0,803.178,0,335.46085125462844,134.99085125462844,0_23,-0.5073869113055807
19,19.0,avProbe_0,8194.627269929575,360.1171049617887,28.06277309776578,86.74345557464041,avProbe,,,,,0.2809182390207674,0,803.178,0,363.52362435239417,163.05362435239422,0_23,-0.23907367503521826
20,20.0,avProbe_0,8175.732501593097,381.1727238866372,28.29002042987437,86.68414441948829,avProbe,,,,,0.2272473321085933,0,803.178,0,391.8136447822686,191.3436447822686,0_23,-0.059311155152126815
21,21.0,avProbe_0,8156.717197711122,402.36266308827913,28.47049118156264,86.74074806406854,avProbe,,,,,0.18047075168826154,0,803.178,0,420.2841359638312,219.81413596383126,0_23,0.056603644580267336
22,22.0,avProbe_0,8137.741803799282,423.50812812080216,28.41073634094457,87.07095755033863,avProbe,,,,,-0.059754840618062126,0,803.178,0,448.69487230477586,248.2248723047758,0_23,0.33020948627006064
23,23.0,avProbe_0,8118.646188691725,444.7875631305503,28.590736435276174,87.37522546084027,avProbe,,,,,0.18000009433160358,0,803.178,0,477.28560874005206,276.81560874005197,0_23,0.3042679105016397
24,24.0,avProbe_0,8100.194218673623,466.4672014538188,28.507147104923263,87.87466643539696,avProbe,,,,,-0.08358933035291828,0,:122_0,0,505.79275584497526,9.572755844975234,0_23,0.4994409745566912
25,25.0,avProbe_0,8082.801431905587,489.196713578721,28.677776828711856,88.28524540419014,avProbe,,,,,0.17062972378859698,0,:122_0,0,534.4705326736871,38.2505326736871,0_23,0.4105789687931818
26,26.0,avProbe_0,8065.472425604221,511.8428751221535,28.572613578361445,88.86194428054041,avProbe,,,,,-0.10516325035041164,0,:122_0,0,563.0431462520487,66.82314625204853,0_23,0.5766988763502496
