,time,id,x,y,speed,headway,leader_id,target_accel_with_noise_with_failsafe,target_accel_no_noise_no_failsafe,target_accel_with_noise_no_failsafe,target_accel_no_noise_with_failsafe,realized_accel,road_grade,edge_id,lane_number,distance,relative_position,follower_id,leader_rel_speed
0,0.0,avProbe_0,8441.878338368579,93.75733749147257,0.0,195.22,avProbe_2,,,,,0.0,0,803,0,0.0,5.0,,0.0
1,1.0,avProbe_0,8440.08417090259,95.63762296952491,2.598990946358904,195.2210090536411,avProbe_2,,,,,2.598990946358904,0,803,0,2.5989909463589034,7.598990946358902,,0.0010090536410967132
2,2.0,avProbe_0,8436.49775967578,99.396177884782,5.195195256341751,152.34834653640775,avProbe,,,,,2.596204309982849,0,803,0,7.794186202700653,12.794186202700656,,3.9782737460887354
3,3.0,avProbe_0,8431.124436649958,105.02741434729157,7.783675805457048,55.47112480511465,0_4,,,,,2.588480549115296,0,803,0,15.577862008157703,20.577862008157698,,19.43137465113273
4,4.0,avProbe_0,8423.997788875271,112.49613316643209,10.323502903374562,70.67564406192994,0_4,,,,,2.539827097917514,0,803,0,25.901364911532262,30.901364911532262,,15.204519256815296
5,5.0,avProbe_0,8415.161285663991,121.7567785520377,12.800361325749137,146.07104284106387,avProbe,,,,,2.476858422374576,0,803,0,38.7017262372814,43.7017262372814,,-5.210688368322342
6,6.0,avProbe_0,8404.684187484576,132.7367656113863,15.176890579373106,138.92366778707398,avProbe,,,,,2.376529253623969,0,803,0,53.878616816654514,58.878616816654514,,-7.147375053989864
7,7.0,avProbe_0,8392.695992815881,145.30038008488717,17.365831226859676,130.7317857288007,avProbe,,,,,2.188940647486568,0,803,0,71.24444804351418,76.24444804351418,,-8.1918820582733
8,8.0,avProbe_0,8379.372855827769,159.2630126014734,19.299598875556093,122.17860502006523,avProbe,,,,,1.9337676486964208,0,803,0,90.54404691907028,95.54404691907028,,-8.553180708735455
9,9.0,avProbe_0,8364.918964220924,174.4106746814379,20.937584778408578,113.83452807518076,avProbe,,,,,1.6379859028524848,0,803,0,111.48163169747886,116.48163169747886,,-8.344076944884469
10,10.0,avProbe_0,8349.540776492759,190.52699805265854,22.276499509947424,106.16986517146309,avProbe,,,,,1.3389147315388463,0,803,0,133.7581312074263,138.7581312074263,,-7.6646629037176846
11,11.0,avProbe_0,8333.419603952698,207.421968667629,23.352770725427536,99.51264806561777,avProbe,,,,,1.0762712154801086,0,803,0,157.11090193285386,162.11090193285386,,-6.657217105845317
12,12.0,avProbe_0,8316.695378649483,224.94893789730438,24.22633949830927,94.03788354454224,avProbe,,,,,0.8735687728817361,0,803,0,181.3372414311631,186.3372414311631,,-5.474764521075546
13,13.0,avProbe_0,8299.638856979787,243.0961433787756,24.958737145399194,89.77791679931282,avProbe,,,,,0.7323976470899147,0,803.178,0,206.2959785765623,5.825978576562306,0_23,-4.259966745229395
14,14.0,avProbe_0,8282.543091171867,262.14702157266726,25.596480219168892,86.65105865103195,avProbe,,,,,0.6377430737697054,0,803.178,0,231.8924587957312,31.422458795731202,0_23,-3.1268581482808706
15,15.0,avProbe_0,8265.067300355591,281.62138533755524,26.16546921436312,84.49820708362438,avProbe,,,,,0.5689889951942284,0,803.178,0,258.0579280100943,57.587928010094316,0_23,-2.1528515674075805
16,16.0,avProbe_0,8247.251564860564,301.47457066214105,26.674448299774014,83.12228996528884,avProbe,,,,,0.5089790854108927,0,803.178,0,284.7323763098683,84.26237630986833,0_23,-1.3759171183355292
17,17.0,avProbe_0,8229.136410219025,321.66141741805325,27.122750899786663,82.32481227227899,avProbe,,,,,0.4483026000126493,0,803.178,0,311.855127209655,111.385127209655,0_23,-0.7974776930098599
18,18.0,avProbe_0,8210.76413505795,342.13478960686564,27.50772226440693,81.9316674421064,avProbe,,,,,0.3849713646202631,0,803.178,0,339.36284947406193,138.89284947406193,0_23,-0.3931448301725666
19,19.0,avProbe_0,8192.177207545628,362.84736229968286,27.829108549430746,81.8056504024494,avProbe,,,,,0.32138628502382005,0,803.178,0,367.19195802349265,166.72195802349268,0_23,-0.12601703965700395
20,20.0,avProbe_0,8173.4158112911755,383.754356394402,28.090330290356,81.84769360476338,avProbe,,,,,0.2612217409252509,0,803.178,0,395.2822883138487,194.81228831384868,0_23,0.04204320231399805
21,21.0,avProbe_0,8154.515837932447,404.81577560021134,28.297813602208446,81.99130211968503,avProbe,,,,,0.20748331185245306,0,803.178,0,423.58010191605723,223.11010191605718,0_23,0.1436085149216737
22,22.0,avProbe_0,8135.507937797085,425.99746434519164,28.45940598913293,82.19474552071637,avProbe,,,,,0.16159238692447886,0,803.178,0,452.03950790519013,251.56950790519008,0_23,0.20344340103134684
23,23.0,avProbe_0,8116.4171188313485,447.2715547149464,28.583555455456064,82.4331376446865,avProbe,,,,,0.12414946632313573,0,803.178,0,480.62306336064603,280.1530633606461,0_23,0.23839212397010104
24,24.0,avProbe_0,8098.0663215720915,469.2480130405353,28.678236515029234,135.06468529875684,avProbe_4,,,,,0.09468105957316908,0,:122_0,0,509.30129987567534,13.081299875675368,0_23,0.6371541067292874
25,25.0,avProbe_0,8080.506791354554,492.1954314335791,28.952708701116432,135.46315977209517,avProbe_4,,,,,0.2744721860872019,0,:122_0,0,538.2540085767919,42.03400857679181,0_23,0.3984744733383252
26,26.0,avProbe_0,8062.831249818926,515.2944575417225,29.143991830962964,135.69600430926405,avProbe_4,,,,,0.1912831298465285,0,:122_0,0,567.3980004077547,71.17800040775477,0_23,0.2328445371688517
