,time,id,x,y,speed,headway,leader_id,target_accel_with_noise_with_failsafe,target_accel_no_noise_no_failsafe,target_accel_with_noise_no_failsafe,target_accel_no_noise_with_failsafe,realized_accel,road_grade,edge_id,lane_number,distance,relative_position,follower_id,leader_rel_speed
0,0.0,avProbe_0,8441.878338368579,93.75733749147257,0.0,195.22,avProbe_2,,,,,0.0,0,803,0,0.0,5.0,,0.0
1,1.0,avProbe_0,8440.08417090259,95.63762296952491,2.598990946358904,195.2210090536411,avProbe_2,,,,,2.598990946358904,0,803,0,2.5989909463589034,7.598990946358902,,0.0010090536410967132
2,2.0,avProbe_0,8436.49775967578,99.396177884782,5.195195256341751,62.46330031984165,0_2,,,,,2.596204309982849,0,803,0,7.794186202700653,12.794186202700656,,23.928941263173165
3,3.0,avProbe_0,8431.124436649958,105.02741434729157,7.783675805457048,79.97954692947991,0_2,,,,,2.588480549115296,0,803,0,15.577862008157703,20.577862008157698,,17.51624660963826
4,4.0,avProbe_0,8423.997788875271,112.49613316643209,10.323502903374562,107.53952827789051,0_4,,,,,2.539827097917514,0,803,0,25.901364911532262,30.901364911532262,,5.233289898257071
5,5.0,avProbe_0,8415.161285663991,121.7567785520377,12.800361325749137,109.92329634569668,0_4,,,,,2.476858422374576,0,803,0,38.7017262372814,43.7017262372814,,2.3837680678061623
6,6.0,avProbe_0,8404.684187484576,132.7367656113863,15.176890579373106,108.52760885847373,0_4,,,,,2.376529253623969,0,803,0,53.878616816654514,58.878616816654514,,-1.3956874872229736
7,7.0,avProbe_0,8392.666359363793,145.33143590920955,17.408757584153626,122.02690078240029,avProbe,,,,,2.231867004780515,0,803,0,71.28737440080812,76.28737440080812,,-4.101619885739279
8,8.0,avProbe_0,8379.241019075014,159.40117736946826,19.44764829577884,116.34135769184654,avProbe,,,,,2.038890711625214,0,803,0,90.73502269658695,95.73502269658695,,-5.685543090553756
9,9.0,avProbe_0,8364.624134295877,174.7196561099109,21.173693049866255,109.964873008857,avProbe,,,,,1.7260447540874182,0,803,0,111.90871574645323,116.90871574645323,,-6.376484682989519
10,10.0,avProbe_0,8349.043162326772,191.04849713661324,22.570248235332762,103.6140369105996,avProbe,,,,,1.3965551854665037,0,803,0,134.478963981786,139.478963981786,,-6.350836098257396
11,11.0,avProbe_0,8332.703499957746,208.1724448455809,23.669270215089565,97.79266297838238,avProbe,,,,,1.099021979756806,0,803,0,158.14823419687556,163.14823419687556,,-5.82137393221722
12,12.0,avProbe_0,8315.767306312104,225.92155665872798,24.533392108129775,92.83160542330424,avProbe,,,,,0.8641218930402133,0,803,0,182.6816263050053,187.6816263050053,,-4.961057555078142
13,13.0,avProbe_0,8298.556824343335,244.30191983772255,25.234415817502594,88.88742737445274,avProbe,,,,,0.7010237093728158,0,803.178,0,207.91604212250797,7.446042122507948,0_23,-3.9441780488514913
14,14.0,avProbe_0,8281.304463805194,263.5273013071467,25.83094025796016,85.96991649950243,avProbe,,,,,0.5965244404575643,0,803.178,0,233.7469823804681,33.276982380468105,0_23,-2.9175108749502923
15,15.0,avProbe_0,8263.699622443917,283.1454741439026,26.35868897179067,83.98242901277995,avProbe,,,,,0.5277487138305119,0,803.178,0,260.10567135225875,59.635671352258775,0_23,-1.9874874867224928
16,16.0,avProbe_0,8245.778377680159,303.116235027811,26.83242109492963,82.7656807575585,avProbe,,,,,0.4737321231389586,0,803.178,0,286.93809244718835,86.46809244718841,0_23,-1.2167482552214253
17,17.0,avProbe_0,8227.575662308647,323.40065616676367,27.253850408164862,82.13926414878199,avProbe,,,,,0.4214293132352331,0,803.178,0,314.19194285535326,113.72194285535328,0_23,-0.6264166087765304
18,18.0,avProbe_0,8209.128308090294,343.9576936321806,27.62013370160396,81.93317368086501,avProbe,,,,,0.36628329343909627,0,803.178,0,341.81207655695715,141.34207655695724,0_23,-0.206090467916944
19,19.0,avProbe_0,8190.474336701927,364.7449774979577,27.92948938444293,81.99484711773907,avProbe,,,,,0.3093556828389694,0,803.178,0,369.7415659414002,169.27156594140015,0_23,0.06167343687403104
20,20.0,avProbe_0,8171.651472278667,385.72046940727967,28.182362948309635,82.13554915929052,avProbe,,,,,0.25287356386670723,0,803.178,0,397.92392888970977,197.45392888970983,0_23,0.14070204155147792
21,21.0,avProbe_0,8152.699358340353,406.8399921132064,28.37588061183835,82.26517684666373,avProbe,,,,,0.19351766352871635,0,803.178,0,426.29980950154817,225.8298095015481,0_23,0.12962768737318342
22,22.0,avProbe_0,8133.65286868173,428.0646835709896,28.51718380265029,82.24353523078469,avProbe,,,,,0.14130319081194287,0,803.178,0,454.8169933041984,254.34699330419846,0_23,-0.021641615879048004
23,23.0,avProbe_0,8114.546631042481,449.3559559303861,28.60664092445736,82.24435617611735,avProbe,,,,,0.08945712180706168,0,803.178,0,483.42363422865577,282.9536342286558,0_23,0.0008209453326735173
24,24.0,avProbe_0,8096.3707222789135,471.46388248154364,28.673423380912038,82.12470798299864,avProbe,,,,,0.0667824564546784,0,:122_0,0,512.0970576095679,15.877057609567828,0_23,-0.11964819311872076
25,25.0,avProbe_0,8078.9584354984545,494.21887791597567,28.709929065835894,82.06005504966156,avProbe,,,,,0.03650568492386341,0,:122_0,0,540.8069866754038,44.58698667540372,0_23,-0.06465293333707223
26,26.0,avProbe_0,8061.52747943552,516.9982710325072,28.74071156915331,81.9071867808871,avProbe,,,,,0.03078250331741117,0,:122_0,0,569.5476982445571,73.32769824455703,0_23,-0.15286826877446558
